clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,latitude,longitude,GDD,Cumulative_GDD
54,5/19/2023,3.3,56,452,341,121,920,946,60.08,1684537200,2.9,273,7.7,1684476000,44.96,1684490400,0,0,988,final,58,1019,0,0,115,1348,10858,8188,2753,11.4,1684472400,273,13.9,5.4,44.993,-93.175,5.04,5.04
9,5/20/2023,4.7,56,453,342,121,920,948,73.04,1684620000,9.5,262,4.9,1684612800,44.96,1684573200,0,0,992,final,51,1023,0,0,342,1351,10883,8216,8212,15.9,1684558800,262,8,2.3,44.993,-93.175,11.52,16.56
16,5/21/2023,6.3,56,454,343,121,920,949,78.08,1684706400,9.5,170,3.7,1684684800,53.06,1684663200,0,0,988,final,47,1019,0,0,343,1354,10907,8243,8242,19.2,1684645200,170,6,2.2,44.993,-93.175,15.57,32.13
27,5/22/2023,7.5,57,455,345,121,920,951,82.04,1684789200,8.7,157,5.5,1684792800,57.92,1684753200,0,0,986,final,42,1016,0,0,343,1357,10930,8269,8237,21.6,1684731600,157,8.8,3,44.993,-93.175,19.98,52.11
9,5/23/2023,8.5,57,456,346,121,920,952,82.94,1684879200,8.9,166,4.6,1684861200,60.98,1684839600,0,0,987,final,42,1017,0,0,345,1359,10952,8294,8291,22.9,1684818000,166,8,2.7,44.993,-93.175,21.96,74.07
45,5/24/2023,9.2,57,457,347,121,920,953,75.02,1684954800,3.5,83,8.4,1684972800,55.94,1684926000,0,0,991,final,53,1021,0,0,196,1362,10973,8319,4715,19.3,1684904400,83,12.9,5.4,44.993,-93.175,15.48,89.55
43,5/25/2023,2.4,57,458,348,121,920,954,75.92,1685048400,9.5,128,7.2,1685059200,57.92,1685012400,0,0,993,final,33,1023,0,0,345,1364,10992,8342,8279,19.1,1684990800,128,10.4,5.6,44.993,-93.175,16.92,106.47
12,5/26/2023,0.4,57,459,349,121,920,955,78.98,1685142000,9.7,148,4.6,1685145600,53.96,1685098800,0,0,994,final,29,1024,0,0,349,1367,11011,8365,8365,19.7,1685077200,148,8,3.7,44.993,-93.175,16.47,122.94
0,5/27/2023,1.2,57,460,349,121,920,956,82.94,1685221200,9.7,149,5.7,1685214000,55.04,1685185200,0,0,992,final,29,1022,0,0,349,1369,11028,8386,8386,21.3,1685163600,149,9.8,4,44.993,-93.175,18.99,141.93
55,5/28/2023,4.7,57,460,350,121,920,957,84.02,1685300400,5.7,131,7,1685322000,57.92,1685271600,0,0,988,final,34,1018,0,0,208,1371,11045,8407,4996,21.8,1685250000,131,12.5,4.3,44.993,-93.175,20.97,162.9
60,5/29/2023,6.3,57,461,351,121,920,958,87.08,1685394000,9.7,165,5.5,1685401200,64.94,1685343600,0,0,983,final,33,1013,0,0,326,1373,11061,8427,7818,24.4,1685336400,165,10.8,3.9,44.993,-93.175,25.47,188.37
75,5/30/2023,13.4,57,461,352,121,920,959,89.06,1685484000,8.1,172,7.2,1685466000,64.04,1685448000,4.5,4.5,980,final,52,1010,0,0,224,1375,11075,8446,5374,24.5,1685422800,172,11.4,4.5,44.993,-93.175,25.02,213.39
53,5/31/2023,14.7,57,462,353,121,920,960,89.06,1685574000,6.8,161,6.4,1685563200,66.02,1685527200,0,0,981,final,52,1011,0,0,243,1377,11089,8464,5829,25.9,1685509200,161,13.1,4.3,44.993,-93.175,26.01,239.4
63,6/1/2023,16,57,463,353,121,920,961,89.96,1685646000,7.3,157,7.5,1685649600,71.96,1685613600,1.3,1.3,984,final,54,1014,0,0,326,1378,11102,8481,7825,26.2,1685595600,157,11.8,4.2,44.993,-93.175,28.98,268.38
78,6/2/2023,17.1,57,463,354,121,920,961,87.08,1685743200,6.6,140,6.7,1685750400,69.98,1685703600,0,0,986,final,62,1016,0,0,281,1380,11114,8497,6744,25.1,1685682000,140,11.3,3.5,44.993,-93.175,27.99,296.37
54,6/3/2023,15.2,58,464,355,121,920,962,89.06,1685833200,6,93,4.7,1685800800,69.08,1685790000,0,0,987,final,54,1017,0,0,245,1381,11125,8512,5888,26.1,1685768400,93,8,3,44.993,-93.175,27.54,323.91
27,6/4/2023,14.1,58,464,355,121,920,963,91.04,1685908800,9,109,4,1685919600,71.06,1685876400,0,0,988,final,47,1017,0,0,348,1383,11135,8526,8340,27.1,1685854800,109,6,2.7,44.993,-93.175,28.53,352.44
72,6/5/2023,15.8,58,464,356,121,920,963,84.92,1685988000,3.1,105,5.1,1685991600,69.98,1685962800,0,0,987,final,54,1017,0,0,114,1384,11144,8539,2727,26.1,1685941200,105,10.3,2.5,44.993,-93.175,27.45,379.89
72,6/6/2023,16.3,58,465,356,121,919,964,84.92,1686088800,6.3,74,4.3,1686092400,69.08,1686052800,0,0,984,final,60,1014,0,0,231,1385,11153,8552,5553,24.7,1686027600,74,6.8,3.2,44.993,-93.175,27,406.89
85,6/7/2023,10.2,58,465,357,121,919,964,80.96,1686171600,3.6,96,5.8,1686146400,66.92,1686135600,0,0,982,final,46,1012,0,0,136,1386,11161,8563,3272,23,1686114000,96,9.3,4.2,44.993,-93.175,23.94,430.83
66,6/8/2023,5.5,58,465,357,121,919,965,82.04,1686254400,7.7,113,5.5,1686211200,62.96,1686225600,0,0,982,final,34,1012,0,0,288,1387,11168,8574,6921,22.7,1686200400,113,7.8,3.6,44.993,-93.175,22.5,453.33
38,6/9/2023,8.3,58,466,358,121,919,965,84.92,1686344400,6.7,206,4.5,1686340800,62.06,1686304800,0,0,981,final,39,1011,0,0,317,1388,11174,8583,7617,23.7,1686286800,206,8.8,2.7,44.993,-93.175,23.49,476.82
78,6/10/2023,12.9,58,466,358,121,919,965,82.04,1686420000,7.5,136,8.4,1686445200,59,1686456000,2.3,2.3,979,final,57,1008,0,0,293,1389,11179,8592,7044,22.1,1686373200,136,15.2,3.4,44.993,-93.175,20.52,497.34
12,6/11/2023,3.8,58,466,358,121,919,966,71.06,1686520800,9.9,47,8.7,1686459600,50,1686481200,0,0,985,final,48,1015,0,0,358,1389,11184,8600,8599,16.2,1686459600,47,14.7,6.2,44.993,-93.175,10.53,507.87
55,6/12/2023,5.1,58,466,359,121,919,966,82.04,1686603600,5.5,289,7.4,1686610800,55.04,1686567600,0,0,981,final,39,1011,0,0,256,1390,11188,8606,6142,20.6,1686546000,289,12.6,4,44.993,-93.175,18.54,526.41
36,6/13/2023,7.8,58,466,359,121,919,966,87.08,1686686400,7.3,267,6.5,1686682800,60.98,1686650400,0,0,976,final,39,1005,0,0,218,1390,11191,8612,5241,23.7,1686632400,267,11.3,3.5,44.993,-93.175,23.49,549.9
20,6/14/2023,11,58,466,359,121,919,966,84.02,1686772800,7.4,226,4,1686769200,62.96,1686736800,0,0,975,final,47,1004,0,0,350,1391,11193,8617,8408,23.4,1686718800,226,10.3,2.3,44.993,-93.175,23.49,573.39
33,6/15/2023,9.1,58,466,359,121,919,966,73.94,1686862800,6.9,77,6.3,1686884400,58.64,1686826800,0,0,979,final,54,1009,0,0,286,1391,11195,8621,6871,19,1686805200,77,12,4.4,44.993,-93.175,16.29,589.68
22,6/16/2023,8.4,58,467,359,121,918,966,77,1686956400,5.8,118,4.3,1686931200,51.08,1686909600,0,0,985,final,54,1015,0,0,334,1391,11196,8624,8017,18.3,1686891600,118,7.4,2.9,44.993,-93.175,14.04,603.72
46,6/17/2023,10.6,58,467,359,121,918,966,84.02,1687039200,3.5,148,5.7,1687050000,62.06,1686996000,0,0,982,final,47,1011,0,0,147,1391,11196,8626,3531,23.4,1686978000,148,10.8,3.3,44.993,-93.175,23.04,626.76
78,6/18/2023,15.1,58,466,359,121,918,966,78.08,1687118400,5.1,130,6.1,1687129200,66.92,1687100400,0.5,0.5,977,final,65,1006,0,0,187,1391,11196,8627,4491,22.3,1687064400,130,11,4,44.993,-93.175,22.5,649.26
38,6/19/2023,16.9,58,466,359,121,918,966,89.06,1687208400,8.2,141,5.9,1687219200,64.4,1687168800,0,0,980,final,64,1010,0,0,353,1391,11195,8628,8472,25.1,1687150800,141,8.8,3.5,44.993,-93.175,25.2,674.46
2,6/20/2023,13.3,58,466,359,121,918,966,91.04,1687294800,9.9,147,6.7,1687284000,71.06,1687258800,0,0,986,final,45,1015,0,0,359,1391,11193,8627,8627,27.3,1687237200,147,10.3,4.7,44.993,-93.175,28.53,702.99
12,6/21/2023,13.3,58,466,359,121,918,966,91.04,1687384800,9.5,150,5,1687381200,69.08,1687341600,0,0,987,final,44,1017,0,0,335,1391,11190,8625,8036,27,1687323600,150,8.6,3.9,44.993,-93.175,27.54,730.53
26,6/22/2023,14,58,466,359,121,918,966,89.96,1687464000,7.9,163,4,1687453200,71.06,1687428000,0,0,986,final,44,1016,0,0,347,1391,11187,8623,8321,27.9,1687410000,163,6,2.5,44.993,-93.175,28.53,759.06
69,6/23/2023,14.9,58,466,359,121,918,965,91.94,1687543200,8.4,143,8,1687557600,72.32,1687579200,2,2,983,final,49,1012,0,0,336,1391,11183,8620,8066,26.9,1687496400,143,15.3,3.4,44.993,-93.175,29.16,788.22
71,6/24/2023,16.3,58,466,359,121,917,965,82.94,1687636800,5,156,8.3,1687626000,64.04,1687665600,18.5,18.5,978,final,65,1007,0,0,126,1390,11178,8615,3026,23.5,1687582800,156,22.7,4.9,44.993,-93.175,23.49,811.71
94,6/25/2023,16.6,58,466,359,121,917,965,75.02,1687734000,3.6,271,7.9,1687726800,62.96,1687683600,19.5,19.5,973,final,81,1003,0,0,137,1390,11172,8610,3279,20.2,1687669200,271,14.6,4.5,44.993,-93.175,18.99,830.7
59,6/26/2023,14.1,58,465,359,121,917,964,82.94,1687816800,7.6,280,8.2,1687813200,64.04,1687773600,0.8,0.8,980,final,64,1010,0,0,340,1389,11166,8604,8161,22.3,1687755600,280,12.3,5.1,44.993,-93.175,23.49,854.19
52,6/27/2023,13.5,58,465,358,121,917,964,84.92,1687899600,6.1,190,4.4,1687899600,64.04,1687860000,0,0,982,final,53,1012,0,0,231,1388,11159,8597,5533,24.3,1687842000,190,9.3,2.7,44.993,-93.175,24.48,878.67
73,6/28/2023,16.3,58,465,358,121,917,963,86,1687989600,6.7,198,8.3,1687968000,71.06,1687953600,1,1,979,final,58,1009,0,0,296,1387,11152,8589,7110,25.3,1687928400,198,15.1,5.2,44.993,-93.175,28.53,907.2
29,6/29/2023,16,58,464,358,121,917,963,89.96,1688076000,9.2,254,6,1688076000,64.94,1688032800,0,0,980,final,58,1010,0,0,338,1386,11143,8580,8111,25.7,1688014800,254,10.3,2.8,44.993,-93.175,25.47,932.67
51,6/30/2023,14.1,58,464,357,121,917,962,86,1688162400,4.4,297,4.9,1688169600,69.08,1688119200,0,0,983,final,50,1012,0,0,212,1385,11134,8570,5095,25.9,1688101200,297,8.2,2.5,44.993,-93.175,27.54,960.21
72,7/1/2023,14.6,58,463,357,121,916,962,86,1688234400,3.1,220,3.7,1688259600,68,1688209200,0,0,981,final,51,1011,0,0,119,1383,11124,8560,2855,26.1,1688187600,220,5.6,2.2,44.993,-93.175,27,987.21
62,7/2/2023,15.1,58,463,356,121,916,961,89.06,1688331600,6.9,188,4.3,1688342400,69.98,1688292000,0,0,980,final,51,1009,0,0,341,1382,11113,8548,8184,26.8,1688274000,188,5.6,1.9,44.993,-93.175,27.99,1015.2
62,7/3/2023,17.4,57,463,356,121,916,960,95,1688414400,8.5,203,7.5,1688414400,71.06,1688374800,0,0,980,final,54,1010,0,0,287,1380,11102,8536,6885,28.1,1688360400,203,14,3.6,44.993,-93.175,28.53,1043.73
70,7/4/2023,18.1,57,462,355,121,916,959,80.96,1688511600,3.4,212,6.9,1688482800,68,1688457600,7.8,7.8,982,final,73,1012,0,0,101,1378,11090,8523,2424,23.4,1688446800,212,19.4,3,44.993,-93.175,24.48,1068.21
63,7/5/2023,12.1,57,462,355,121,916,959,75.92,1688590800,6.5,310,6.2,1688590800,64.94,1688551200,0,0,986,final,57,1016,0,0,289,1377,11077,8508,6940,21.6,1688533200,310,10.4,4.7,44.993,-93.175,20.43,1088.64
29,7/6/2023,7.5,57,461,354,121,916,958,75.02,1688677200,4.6,312,5.6,1688673600,55.94,1688637600,0,0,988,final,49,1018,0,0,228,1375,11063,8493,5463,19.4,1688619600,312,9.3,2.9,44.993,-93.175,15.48,1104.12
63,7/7/2023,9.5,57,460,353,121,915,957,73.94,1688749200,3,228,5,1688785200,60.08,1688727600,0,0,985,final,51,1015,0,0,95,1373,11048,8477,2279,20.1,1688706000,228,8,3,44.993,-93.175,17.01,1121.13
46,7/8/2023,9.7,57,460,353,121,915,956,80.06,1688846400,8.4,272,6.1,1688846400,57.92,1688810400,0,0,983,final,53,1013,0,0,349,1371,11033,8460,8375,20.6,1688792400,272,9.4,3.3,44.993,-93.175,18.99,1140.12
34,7/9/2023,9.8,57,459,352,120,915,955,84.92,1688940000,8.7,244,8.2,1688947200,59,1688900400,0.3,0.3,981,final,45,1011,0,0,314,1369,11017,8443,7539,23,1688878800,244,15.8,5,44.993,-93.175,21.96,1162.08
42,7/10/2023,14.1,57,458,351,120,915,954,93.02,1689022800,8.6,234,9.3,1689033600,70.52,1688983200,0.3,0.3,977,final,49,1007,0,0,346,1367,11000,8424,8292,26.2,1688965200,234,14.9,5.8,44.993,-93.175,28.26,1190.34
52,7/11/2023,7.6,57,458,350,120,915,953,75.92,1689105600,4.6,132,4.1,1689120000,57.92,1689073200,0.5,0.5,984,final,45,1014,0,0,190,1365,10982,8405,4572,20.3,1689051600,132,7.2,2.9,44.993,-93.175,16.92,1207.26
81,7/12/2023,11.4,57,457,349,120,914,952,80.06,1689195600,8.1,94,4.9,1689163200,62.96,1689141600,0,0,981,final,57,1011,0,0,255,1363,10963,8384,6131,20.7,1689138000,94,8,3.3,44.993,-93.175,21.51,1228.77
61,7/13/2023,15.1,57,456,348,120,914,950,87.08,1689282000,7.5,211,7.6,1689278400,62.96,1689238800,3.3,3.3,978,final,65,1007,0,0,321,1360,10944,8363,7715,23.3,1689224400,211,26.8,3.8,44.993,-93.175,24.48,1253.25
34,7/14/2023,16,57,455,348,120,914,949,87.98,1689361200,7,237,7.2,1689372000,66.92,1689332400,1.3,1.3,977,final,63,1007,0,0,315,1358,10924,8341,7554,24.1,1689310800,237,12.9,3.6,44.993,-93.175,26.46,1279.71
12,7/15/2023,12.7,56,454,347,120,914,948,82.04,1689451200,7.3,278,9,1689462000,64.04,1689415200,0,0,980,final,58,1009,0,0,331,1355,10902,8318,7940,22.2,1689397200,278,15.1,3.8,44.993,-93.175,23.04,1302.75
53,7/16/2023,9.9,56,453,346,120,914,947,78.98,1689537600,7.3,267,10.4,1689534000,60.98,1689505200,2.5,2.5,980,final,53,1010,0,0,332,1352,10880,8295,7980,20.4,1689483600,267,17.5,5,44.993,-93.175,19.98,1322.73
38,7/17/2023,9.8,56,452,345,120,913,945,73.94,1689631200,4.1,309,7.2,1689606000,57.02,1689588000,0,0,984,final,56,1014,0,0,196,1350,10857,8270,4704,19.2,1689570000,309,11.2,4.2,44.993,-93.175,15.48,1338.21
33,7/18/2023,11,56,451,344,120,913,944,82.04,1689710400,5.2,262,3.9,1689735600,60.08,1689674400,0,0,984,final,51,1014,0,0,235,1347,10834,8245,5642,22.2,1689656400,262,5.6,1.9,44.993,-93.175,21.06,1359.27
61,7/19/2023,15.7,56,450,342,120,913,942,89.06,1689800400,7,215,7.2,1689811200,66.02,1689768000,8.3,8.3,983,final,61,1013,0,0,300,1343,10809,8219,7206,24.1,1689742800,215,15.7,3.7,44.993,-93.175,26.01,1385.28
51,7/20/2023,13.8,56,449,341,120,913,941,80.06,1689890400,3.7,280,7.3,1689876000,64.04,1689850800,0,0,985,final,60,1015,0,0,177,1340,10784,8192,4238,22.1,1689829200,280,12,4.6,44.993,-93.175,22.05,1407.33
37,7/21/2023,13.9,56,448,340,120,913,939,82.04,1689958800,6.4,247,5.5,1689962400,62.96,1689930000,2.5,2.5,986,final,58,1016,0,0,324,1337,10757,8164,7774,23.3,1689915600,247,12.4,2.5,44.993,-93.175,22.5,1429.83
42,7/22/2023,14.8,56,447,339,120,912,938,87.08,1690052400,7.2,185,7.5,1690056000,64.94,1690020000,6,6,982,final,62,1011,0,0,304,1333,10730,8135,7306,22.8,1690002000,185,13.4,2.7,44.993,-93.175,25.47,1455.3
26,7/23/2023,14.6,55,446,338,120,912,936,87.98,1690146000,7.5,256,3.6,1690135200,62.96,1690106400,0,0,982,final,58,1012,0,0,296,1330,10703,8106,7100,24.5,1690088400,256,6.4,2.1,44.993,-93.175,24.48,1479.78
32,7/24/2023,16.3,55,445,336,120,912,934,87.98,1690221600,6.7,190,5.6,1690225200,68,1690192800,6.8,6.8,985,final,58,1015,0,0,325,1326,10675,8076,7790,25.4,1690174800,190,17,2.1,44.993,-93.175,27,1506.78
43,7/25/2023,18.4,55,444,335,120,912,932,93.02,1690315200,7.9,156,6,1690318800,69.98,1690279200,0,0,983,final,59,1013,0,0,281,1322,10646,8045,6742,28,1690261200,156,11,3.3,44.993,-93.175,27.99,1534.77
52,7/26/2023,19.9,55,442,334,119,911,931,93.02,1690408800,7.2,260,7.5,1690351200,66.92,1690358400,45.5,45.5,978,final,67,1008,0,0,327,1318,10618,8013,7837,27.1,1690347600,260,17.7,3.1,44.993,-93.175,26.46,1561.23
47,7/27/2023,21.5,55,441,333,119,911,929,95,1690488000,5.8,162,8,1690506000,74.3,1690516800,0,0,980,final,64,1009,0,0,275,1314,10590,7981,6604,29.3,1690434000,162,17,4.6,44.993,-93.175,30.15,1591.38
59,7/28/2023,18.8,55,440,331,119,911,927,89.06,1690570800,3.1,101,6.8,1690578000,71.06,1690538400,21.8,21.8,983,final,69,1013,0,0,160,1309,10563,7948,3850,25.2,1690520400,101,12.8,3.2,44.993,-93.175,28.53,1619.91
39,7/29/2023,14.3,54,439,330,119,910,925,80.96,1690668000,6.1,197,5.3,1690650000,64.04,1690624800,0,0,989,final,60,1019,0,0,269,1305,10536,7914,6448,23,1690606800,197,10.6,3.4,44.993,-93.175,22.5,1642.41
40,7/30/2023,12.4,54,438,328,119,910,923,80.06,1690754400,8.5,123,4.2,1690732800,64.04,1690711200,0,0,990,final,56,1020,0,0,326,1300,10512,7880,7815,22.4,1690693200,123,8.4,2.1,44.993,-93.175,22.05,1664.46
25,7/31/2023,12.7,54,437,327,119,910,921,84.02,1690837200,8.5,188,3.7,1690844400,62.96,1690797600,0,0,990,final,54,1020,0,0,327,1296,10488,7845,7839,23.3,1690779600,188,5.2,1.8,44.993,-93.175,23.49,1687.95
49,8/1/2023,15.6,54,436,325,119,910,918,84.92,1690920000,2.8,145,4.8,1690916400,66.02,1690887600,0,0,989,final,57,1019,0,0,136,1292,10463,7809,3273,24.8,1690866000,145,8.8,3.2,44.993,-93.175,25.47,1713.42
37,8/2/2023,19.8,54,435,324,119,909,916,89.06,1691010000,6.5,148,3.5,1690999200,71.06,1690974000,28.8,28.8,985,final,67,1014,0,0,275,1289,10437,7773,6605,26.7,1690952400,148,10.3,2.2,44.993,-93.175,28.53,1741.95
